timestamp,measurement_value,subgroup_id,process_id,equipment_id,metric,nominal,USL,LSL
2024-01-15T06:00:00,25.015236,0,LINE-A,CNC-001,diameter_mm,25.0,25.3,24.7
2024-01-15T06:03:00,24.948001,0,LINE-A,CNC-001,diameter_mm,25.0,25.3,24.7
2024-01-15T06:06:00,25.037523,0,LINE-A,CNC-001,diameter_mm,25.0,25.3,24.7
2024-01-15T06:09:00,25.047028,0,LINE-A,CNC-001,diameter_mm,25.0,25.3,24.7
2024-01-15T06:12:00,24.902448,0,LINE-A,CNC-001,diameter_mm,25.0,25.3,24.7
2024-01-15T06:15:00,24.934891,1,LINE-A,CNC-001,diameter_mm,25.0,25.3,24.7
2024-01-15T06:18:00,25.006392,1,LINE-A,CNC-001,diameter_mm,25.0,25.3,24.7
2024-01-15T06:21:00,24.984188,1,LINE-A,CNC-001,diameter_mm,25.0,25.3,24.7
2024-01-15T06:24:00,24.99916,1,LINE-A,CNC-001,diameter_mm,25.0,25.3,24.7
2024-01-15T06:27:00,24.957348,1,LINE-A,CNC-001,diameter_mm,25.0,25.3,24.7
2024-01-15T06:30:00,25.04397,2,LINE-A,CNC-001,diameter_mm,25.0,25.3,24.7
2024-01-15T06:33:00,25.03889,2,LINE-A,CNC-001,diameter_mm,25.0,25.3,24.7
2024-01-15T06:36:00,25.003302,2,LINE-A,CNC-001,diameter_mm,25.0,25.3,24.7
2024-01-15T06:39:00,25.056362,2,LINE-A,CNC-001,diameter_mm,25.0,25.3,24.7
2024-01-15T06:42:00,25.023375,2,LINE-A,CNC-001,diameter_mm,25.0,25.3,24.7
2024-01-15T06:45:00,24.957035,3,LINE-A,CNC-001,diameter_mm,25.0,25.3,24.7
2024-01-15T06:48:00,25.018438,3,LINE-A,CNC-001,diameter_mm,25.0,25.3,24.7
2024-01-15T06:51:00,24.952056,3,LINE-A,CNC-001,diameter_mm,25.0,25.3,24.7
2024-01-15T06:54:00,25.043923,3,LINE-A,CNC-001,diameter_mm,25.0,25.3,24.7
2024-01-15T06:57:00,24.997504,3,LINE-A,CNC-001,diameter_mm,25.0,25.3,24.7
2024-01-15T07:00:00,24.990757,4,LINE-A,CNC-001,diameter_mm,25.0,25.3,24.7
2024-01-15T07:03:00,24.965954,4,LINE-A,CNC-001,diameter_mm,25.0,25.3,24.7
2024-01-15T07:06:00,25.061127,4,LINE-A,CNC-001,diameter_mm,25.0,25.3,24.7
2024-01-15T07:09:00,24.992274,4,LINE-A,CNC-001,diameter_mm,25.0,25.3,24.7
2024-01-15T07:12:00,24.978584,4,LINE-A,CNC-001,diameter_mm,25.0,25.3,24.7
2024-01-15T07:15:00,24.982393,5,LINE-A,CNC-001,diameter_mm,25.0,25.3,24.7
2024-01-15T07:18:00,25.026615,5,LINE-A,CNC-001,diameter_mm,25.0,25.3,24.7
2024-01-15T07:21:00,25.018272,5,LINE-A,CNC-001,diameter_mm,25.0,25.3,24.7
2024-01-15T07:24:00,25.020637,5,LINE-A,CNC-001,diameter_mm,25.0,25.3,24.7
2024-01-15T07:27:00,25.021541,5,LINE-A,CNC-001,diameter_mm,25.0,25.3,24.7
2024-01-15T07:30:00,25.107082,6,LINE-A,CNC-001,diameter_mm,25.0,25.3,24.7
2024-01-15T07:33:00,24.979679,6,LINE-A,CNC-001,diameter_mm,25.0,25.3,24.7
2024-01-15T07:36:00,24.974388,6,LINE-A,CNC-001,diameter_mm,25.0,25.3,24.7
2024-01-15T07:39:00,24.959311,6,LINE-A,CNC-001,diameter_mm,25.0,25.3,24.7
2024-01-15T07:42:00,25.030799,6,LINE-A,CNC-001,diameter_mm,25.0,25.3,24.7
2024-01-15T07:45:00,25.056449,7,LINE-A,CNC-001,diameter_mm,25.0,25.3,24.7
2024-01-15T07:48:00,24.994303,7,LINE-A,CNC-001,diameter_mm,25.0,25.3,24.7
2024-01-15T07:51:00,24.957992,7,LINE-A,CNC-001,diameter_mm,25.0,25.3,24.7
2024-01-15T07:54:00,24.958776,7,LINE-A,CNC-001,diameter_mm,25.0,25.3,24.7
2024-01-15T07:57:00,25.03253,7,LINE-A,CNC-001,diameter_mm,25.0,25.3,24.7
2024-01-15T08:00:00,25.25,8,LINE-A,CNC-001,diameter_mm,25.0,25.3,24.7
2024-01-15T08:03:00,25.027158,8,LINE-A,CNC-001,diameter_mm,25.0,25.3,24.7
2024-01-15T08:06:00,24.966725,8,LINE-A,CNC-001,diameter_mm,25.0,25.3,24.7
2024-01-15T08:09:00,25.011608,8,LINE-A,CNC-001,diameter_mm,25.0,25.3,24.7
2024-01-15T08:12:00,25.005834,8,LINE-A,CNC-001,diameter_mm,25.0,25.3,24.7
2024-01-15T08:15:00,25.010934,9,LINE-A,CNC-001,diameter_mm,25.0,25.3,24.7
2024-01-15T08:18:00,25.043571,9,LINE-A,CNC-001,diameter_mm,25.0,25.3,24.7
2024-01-15T08:21:00,25.01118,9,LINE-A,CNC-001,diameter_mm,25.0,25.3,24.7
2024-01-15T08:24:00,25.033946,9,LINE-A,CNC-001,diameter_mm,25.0,25.3,24.7
2024-01-15T08:27:00,25.003379,9,LINE-A,CNC-001,diameter_mm,25.0,25.3,24.7
2024-01-15T08:30:00,25.014456,10,LINE-A,CNC-001,diameter_mm,25.0,25.3,24.7
2024-01-15T08:33:00,25.031564,10,LINE-A,CNC-001,diameter_mm,25.0,25.3,24.7
2024-01-15T08:36:00,24.927142,10,LINE-A,CNC-001,diameter_mm,25.0,25.3,24.7
2024-01-15T08:39:00,24.984016,10,LINE-A,CNC-001,diameter_mm,25.0,25.3,24.7
2024-01-15T08:42:00,24.976481,10,LINE-A,CNC-001,diameter_mm,25.0,25.3,24.7
2024-01-15T08:45:00,24.968056,11,LINE-A,CNC-001,diameter_mm,25.0,25.3,24.7
2024-01-15T08:48:00,24.986243,11,LINE-A,CNC-001,diameter_mm,25.0,25.3,24.7
2024-01-15T08:51:00,25.074747,11,LINE-A,CNC-001,diameter_mm,25.0,25.3,24.7
2024-01-15T08:54:00,24.956708,11,LINE-A,CNC-001,diameter_mm,25.0,25.3,24.7
2024-01-15T08:57:00,25.048414,11,LINE-A,CNC-001,diameter_mm,25.0,25.3,24.7
2024-01-15T09:00:00,24.915857,12,LINE-A,CNC-001,diameter_mm,25.0,25.3,24.7
2024-01-15T09:03:00,24.983256,12,LINE-A,CNC-001,diameter_mm,25.0,25.3,24.7
2024-01-15T09:06:00,25.008138,12,LINE-A,CNC-001,diameter_mm,25.0,25.3,24.7
2024-01-15T09:09:00,25.029311,12,LINE-A,CNC-001,diameter_mm,25.0,25.3,24.7
2024-01-15T09:12:00,25.035561,12,LINE-A,CNC-001,diameter_mm,25.0,25.3,24.7
2024-01-15T09:15:00,25.039667,13,LINE-A,CNC-001,diameter_mm,25.0,25.3,24.7
2024-01-15T09:18:00,24.982564,13,LINE-A,CNC-001,diameter_mm,25.0,25.3,24.7
2024-01-15T09:21:00,24.976882,13,LINE-A,CNC-001,diameter_mm,25.0,25.3,24.7
2024-01-15T09:24:00,25.042899,13,LINE-A,CNC-001,diameter_mm,25.0,25.3,24.7
2024-01-15T09:27:00,24.990435,13,LINE-A,CNC-001,diameter_mm,25.0,25.3,24.7
2024-01-15T09:30:00,24.936216,14,LINE-A,CNC-001,diameter_mm,25.0,25.3,24.7
2024-01-15T09:33:00,24.943336,14,LINE-A,CNC-001,diameter_mm,25.0,25.3,24.7
2024-01-15T09:36:00,24.954027,14,LINE-A,CNC-001,diameter_mm,25.0,25.3,24.7
2024-01-15T09:39:00,25.024858,14,LINE-A,CNC-001,diameter_mm,25.0,25.3,24.7
2024-01-15T09:42:00,25.007121,14,LINE-A,CNC-001,diameter_mm,25.0,25.3,24.7
2024-01-15T09:45:00,25.034524,15,LINE-A,CNC-001,diameter_mm,25.0,25.3,24.7
2024-01-15T09:48:00,24.978637,15,LINE-A,CNC-001,diameter_mm,25.0,25.3,24.7
2024-01-15T09:51:00,25.007927,15,LINE-A,CNC-001,diameter_mm,25.0,25.3,24.7
2024-01-15T09:54:00,25.03128,15,LINE-A,CNC-001,diameter_mm,25.0,25.3,24.7
2024-01-15T09:57:00,24.984533,15,LINE-A,CNC-001,diameter_mm,25.0,25.3,24.7
2024-01-15T10:00:00,25.25,16,LINE-A,CNC-001,diameter_mm,25.0,25.3,24.7
2024-01-15T10:03:00,24.966904,16,LINE-A,CNC-001,diameter_mm,25.0,25.3,24.7
2024-01-15T10:06:00,24.981847,16,LINE-A,CNC-001,diameter_mm,25.0,25.3,24.7
2024-01-15T10:09:00,24.980913,16,LINE-A,CNC-001,diameter_mm,25.0,25.3,24.7
2024-01-15T10:12:00,24.940208,16,LINE-A,CNC-001,diameter_mm,25.0,25.3,24.7
2024-01-15T10:15:00,25.024349,17,LINE-A,CNC-001,diameter_mm,25.0,25.3,24.7
2024-01-15T10:18:00,24.97653,17,LINE-A,CNC-001,diameter_mm,25.0,25.3,24.7
2024-01-15T10:21:00,25.000625,17,LINE-A,CNC-001,diameter_mm,25.0,25.3,24.7
2024-01-15T10:24:00,25.024037,17,LINE-A,CNC-001,diameter_mm,25.0,25.3,24.7
2024-01-15T10:27:00,25.022327,17,LINE-A,CNC-001,diameter_mm,25.0,25.3,24.7
2024-01-15T10:30:00,25.033269,18,LINE-A,CNC-001,diameter_mm,25.0,25.3,24.7
2024-01-15T10:33:00,24.995076,18,LINE-A,CNC-001,diameter_mm,25.0,25.3,24.7
2024-01-15T10:36:00,24.978835,18,LINE-A,CNC-001,diameter_mm,25.0,25.3,24.7
2024-01-15T10:39:00,24.996014,18,LINE-A,CNC-001,diameter_mm,25.0,25.3,24.7
2024-01-15T10:42:00,24.915633,18,LINE-A,CNC-001,diameter_mm,25.0,25.3,24.7
2024-01-15T10:45:00,24.927644,19,LINE-A,CNC-001,diameter_mm,25.0,25.3,24.7
2024-01-15T10:48:00,24.933865,19,LINE-A,CNC-001,diameter_mm,25.0,25.3,24.7
2024-01-15T10:51:00,24.950138,19,LINE-A,CNC-001,diameter_mm,25.0,25.3,24.7
2024-01-15T10:54:00,25.019989,19,LINE-A,CNC-001,diameter_mm,25.0,25.3,24.7
2024-01-15T10:57:00,24.954726,19,LINE-A,CNC-001,diameter_mm,25.0,25.3,24.7
2024-01-15T11:00:00,24.981092,20,LINE-A,CNC-001,diameter_mm,25.0,25.3,24.7
2024-01-15T11:03:00,25.064961,20,LINE-A,CNC-001,diameter_mm,25.0,25.3,24.7
2024-01-15T11:06:00,24.982187,20,LINE-A,CNC-001,diameter_mm,25.0,25.3,24.7
2024-01-15T11:09:00,25.036876,20,LINE-A,CNC-001,diameter_mm,25.0,25.3,24.7
2024-01-15T11:12:00,24.953319,20,LINE-A,CNC-001,diameter_mm,25.0,25.3,24.7
2024-01-15T11:15:00,24.989728,21,LINE-A,CNC-001,diameter_mm,25.0,25.3,24.7
2024-01-15T11:18:00,24.952499,21,LINE-A,CNC-001,diameter_mm,25.0,25.3,24.7
2024-01-15T11:21:00,24.983048,21,LINE-A,CNC-001,diameter_mm,25.0,25.3,24.7
2024-01-15T11:24:00,25.042015,21,LINE-A,CNC-001,diameter_mm,25.0,25.3,24.7
2024-01-15T11:27:00,24.913634,21,LINE-A,CNC-001,diameter_mm,25.0,25.3,24.7
2024-01-15T11:30:00,25.021721,22,LINE-A,CNC-001,diameter_mm,25.0,25.3,24.7
2024-01-15T11:33:00,25.011887,22,LINE-A,CNC-001,diameter_mm,25.0,25.3,24.7
2024-01-15T11:36:00,24.970293,22,LINE-A,CNC-001,diameter_mm,25.0,25.3,24.7
2024-01-15T11:39:00,24.927697,22,LINE-A,CNC-001,diameter_mm,25.0,25.3,24.7
